date,city,temperature_c,humidity_pct,wind_speed_mps,rainfall_mm,traffic_index,industrial_index,construction_index,festival_flag,crop_burning_flag,pm25,pm10,no2,so2,co,o3,pollution_event_text,aqi
2022-03-13,Hyderabad,22.48,62.1,4.18,0.0,46.03,53.45,90.07,0,0,70.0,134.99,40.47,15.49,1.145,20.61,construction activity,207.25
2022-03-14,Chennai,27.82,76.87,2.63,0.0,56.21,54.5,53.07,0,0,79.29,122.08,50.74,17.7,1.261,21.31,normal urban conditions,197.14
2022-03-15,Delhi,25.61,67.63,2.2,0.0,96.82,46.87,34.38,0,0,83.41,97.43,53.62,12.47,1.802,16.44,heavy traffic,248.02
2022-03-16,Mumbai,22.84,57.42,1.89,0.0,79.46,56.73,51.97,0,0,77.99,63.74,51.1,20.71,1.589,24.94,"heavy traffic, low wind",226.41
2022-03-17,Chennai,23.29,58.64,3.71,0.0,56.71,82.56,5.0,0,0,67.79,89.1,44.75,18.2,1.446,19.5,industrial emissions,175.85
2022-03-18,Mumbai,19.3,62.69,4.85,0.0,49.3,42.95,47.35,0,0,65.87,101.75,34.98,10.85,0.982,18.03,normal urban conditions,168.91
2022-03-19,Delhi,25.17,67.8,2.72,0.0,60.68,63.66,69.86,0,0,89.79,110.0,41.75,13.87,1.318,28.07,normal urban conditions,228.02
2022-03-20,Hyderabad,18.72,82.08,2.94,0.0,63.88,36.15,60.04,0,0,87.03,139.93,30.03,10.46,1.169,30.26,normal urban conditions,203.64
2022-03-21,Hyderabad,26.26,73.95,4.49,0.0,100.0,14.8,53.97,0,0,72.06,100.89,44.32,5.86,1.473,26.19,heavy traffic,189.47
2022-03-22,Bengaluru,24.39,69.29,1.03,0.0,65.92,55.73,60.98,0,0,76.73,120.09,49.67,18.17,1.377,22.36,low wind,225.6
2022-03-23,Mumbai,31.16,46.67,5.56,0.0,49.9,58.67,70.07,0,0,44.9,139.81,38.13,13.38,1.22,29.41,construction activity,181.89
2022-03-24,Chennai,20.7,54.03,6.13,0.0,67.99,50.02,76.5,1,0,81.6,127.5,46.79,14.6,1.388,30.87,"construction activity, festival fireworks",210.72
2022-03-25,Hyderabad,23.69,70.55,0.3,0.0,73.16,25.07,56.95,1,0,74.78,115.84,52.51,7.92,1.379,25.28,"low wind, festival fireworks",209.48
2022-03-26,Mumbai,29.39,47.77,3.08,0.0,48.44,57.48,41.68,0,0,75.32,114.82,38.51,12.67,1.215,29.79,normal urban conditions,206.11
2022-03-27,Chennai,27.57,60.24,2.34,0.0,75.36,56.79,5.0,0,0,62.22,114.31,42.68,19.41,1.397,27.79,heavy traffic,193.26
2022-03-28,Chennai,21.91,69.5,2.88,0.0,88.27,36.0,67.56,1,0,110.47,155.77,54.7,17.57,1.541,11.71,"heavy traffic, festival fireworks",253.22
2022-03-29,Hyderabad,24.67,53.15,2.7,0.0,71.15,27.64,58.3,0,0,68.01,94.94,44.27,15.23,1.316,27.92,normal urban conditions,209.84
2022-03-30,Delhi,24.01,54.75,4.17,0.0,56.18,47.46,51.05,0,0,65.28,102.69,39.28,10.18,1.31,18.51,normal urban conditions,188.15
2022-03-31,Hyderabad,24.85,63.47,3.06,0.0,60.47,63.75,34.24,0,0,92.11,116.18,54.37,13.2,1.346,26.81,normal urban conditions,237.63
2022-04-01,Hyderabad,25.4,69.05,2.11,0.0,43.46,59.5,67.3,0,0,69.49,110.11,43.59,22.46,1.117,18.54,normal urban conditions,207.2
2022-04-02,Delhi,27.23,73.35,2.99,0.0,67.86,36.14,42.86,0,0,64.16,141.14,45.16,12.02,1.367,28.31,normal urban conditions,216.35
2022-04-03,Bengaluru,22.71,71.98,3.82,0.0,74.97,54.46,47.31,0,0,65.25,120.73,50.78,11.59,1.491,20.78,normal urban conditions,201.87
2022-04-04,Chennai,27.91,63.0,1.78,0.0,55.65,67.97,46.88,0,0,67.03,109.47,52.7,21.12,1.198,17.77,low wind,215.48
2022-04-05,Delhi,28.85,54.14,1.22,0.0,100.0,30.89,57.0,0,0,87.28,149.7,53.57,12.14,1.49,25.34,"heavy traffic, low wind",273.78
2022-04-06,Bengaluru,26.82,52.32,5.59,0.0,82.68,53.14,25.03,0,0,52.14,100.5,45.05,17.21,1.708,41.91,heavy traffic,224.43
2022-04-07,Delhi,22.65,60.83,2.43,0.0,41.32,76.11,59.25,0,0,59.2,77.03,41.6,12.46,1.065,7.25,industrial emissions,217.08
2022-04-08,Bengaluru,30.47,64.57,3.04,0.0,41.64,29.05,33.58,0,0,48.15,125.09,25.93,10.67,0.911,28.17,normal urban conditions,149.09
2022-04-09,Hyderabad,28.59,65.15,2.72,0.0,54.26,72.8,34.28,0,0,74.64,112.28,46.64,21.49,1.409,18.83,industrial emissions,225.63
2022-04-10,Delhi,25.32,43.08,3.86,0.0,95.17,81.15,65.7,0,0,79.29,81.74,63.35,18.06,1.738,36.4,"heavy traffic, industrial emissions",272.37
2022-04-11,Chennai,26.66,55.28,5.33,0.0,84.25,48.0,28.1,1,0,66.9,79.76,49.81,18.39,1.463,31.74,"heavy traffic, festival fireworks",235.01
2022-04-12,Delhi,23.0,77.75,3.9,0.0,95.98,45.83,65.67,0,0,97.77,156.51,53.79,10.38,1.577,22.62,heavy traffic,253.72
2022-04-13,Hyderabad,24.42,65.5,1.38,0.0,70.16,70.6,50.03,0,0,73.4,87.55,64.05,17.96,1.66,30.0,"industrial emissions, low wind",273.64
2022-04-14,Delhi,25.89,49.51,1.54,0.0,66.65,48.65,15.03,0,0,88.2,147.24,53.85,19.72,1.503,28.01,low wind,292.93
2022-04-15,Chennai,31.19,83.53,2.72,0.0,50.04,10.0,75.29,0,0,55.7,107.27,32.17,5.15,0.852,25.17,construction activity,141.63
2022-04-16,Bengaluru,25.58,63.6,2.88,0.0,75.59,50.22,54.21,0,0,78.72,133.4,50.87,15.85,1.505,20.25,heavy traffic,228.78
2022-04-17,Chennai,29.42,65.05,1.13,0.0,66.86,60.47,55.88,0,0,98.63,131.05,59.4,18.43,1.44,23.85,low wind,252.51
2022-04-18,Hyderabad,25.89,67.68,4.18,0.0,66.25,65.32,68.14,0,0,89.08,139.41,44.71,17.73,1.414,20.87,normal urban conditions,221.31
2022-04-19,Hyderabad,28.24,58.35,1.9,0.0,95.89,36.15,77.98,0,0,96.45,142.39,50.6,12.03,1.487,26.6,"heavy traffic, construction activity, low wind",238.12
2022-04-20,Bengaluru,27.08,55.57,4.99,0.0,67.98,47.14,52.02,0,0,52.17,99.68,45.63,11.91,1.533,12.98,normal urban conditions,179.83
2022-04-21,Bengaluru,30.12,81.93,5.38,0.0,91.3,69.58,60.35,0,0,71.69,96.83,59.63,18.72,1.618,31.94,heavy traffic,239.72
2022-04-22,Chennai,25.9,73.71,2.9,0.0,44.59,50.92,55.42,0,0,58.86,112.25,41.58,14.84,1.108,37.03,normal urban conditions,213.58
2022-04-23,Delhi,22.78,74.07,3.73,0.0,100.0,24.48,41.14,0,0,93.41,97.29,58.39,6.61,1.545,18.62,heavy traffic,255.81
2022-04-24,Bengaluru,23.35,71.21,1.72,0.0,64.03,74.28,16.33,0,0,73.58,128.92,47.72,22.18,1.545,30.52,"industrial emissions, low wind",216.06
2022-04-25,Delhi,25.9,53.63,3.95,0.0,81.31,48.15,52.3,0,0,74.14,120.43,42.34,11.97,1.582,24.87,heavy traffic,239.54
2022-04-26,Mumbai,23.75,77.95,2.6,0.0,83.86,71.64,75.58,0,0,84.37,135.7,54.57,14.23,1.608,17.49,"heavy traffic, construction activity, industrial emissions",207.11
2022-04-27,Chennai,28.73,53.26,1.9,0.0,62.04,26.88,59.67,0,0,57.57,58.24,45.17,9.51,1.093,24.74,low wind,167.56
2022-04-28,Mumbai,26.1,66.36,2.85,0.0,83.1,49.82,26.65,0,0,74.74,93.99,47.59,12.29,1.422,24.99,heavy traffic,201.17
2022-04-29,Bengaluru,34.62,41.17,2.64,0.0,83.94,61.18,69.95,0,0,81.69,115.56,44.36,16.01,1.64,27.05,heavy traffic,220.55
2022-04-30,Hyderabad,22.29,45.79,2.81,0.0,58.59,50.43,41.81,0,0,61.58,118.33,44.84,11.34,1.313,29.01,normal urban conditions,227.03
2022-05-01,Mumbai,30.67,63.51,4.34,0.0,57.71,30.71,6.16,0,0,29.79,61.11,34.46,13.26,1.091,23.61,normal urban conditions,150.27
2022-05-02,Mumbai,26.68,55.03,2.26,0.0,69.65,10.0,68.36,0,0,67.29,159.53,30.4,12.74,1.126,18.56,normal urban conditions,171.46
2022-05-03,Hyderabad,28.58,41.9,5.28,0.0,67.08,79.42,29.09,0,0,74.55,109.66,50.48,20.02,1.684,28.55,industrial emissions,228.13
2022-05-04,Bengaluru,30.49,65.87,1.61,0.0,91.22,56.46,83.61,0,0,90.75,114.81,56.71,11.7,1.758,22.01,"heavy traffic, construction activity, low wind",239.4
2022-05-05,Bengaluru,23.09,86.84,5.14,0.0,80.17,73.0,70.96,0,0,88.87,126.8,63.96,15.94,1.758,17.99,"heavy traffic, construction activity, industrial emissions",241.52
2022-05-06,Chennai,30.77,74.15,1.98,0.0,67.8,68.72,43.44,0,0,47.9,79.02,52.66,18.66,1.297,25.65,low wind,192.74
2022-05-07,Chennai,35.77,54.19,3.2,0.0,78.63,62.74,57.19,0,0,71.04,93.83,57.1,11.14,1.614,21.79,heavy traffic,225.52
2022-05-08,Bengaluru,28.7,61.8,2.61,0.0,36.18,46.22,96.48,0,0,49.25,121.71,34.75,10.7,0.982,36.58,construction activity,186.02
2022-05-09,Bengaluru,30.84,69.09,2.79,0.0,59.08,60.82,68.0,0,0,88.97,139.13,42.68,11.79,1.224,32.36,normal urban conditions,199.17
2022-05-10,Mumbai,33.14,69.83,4.16,0.0,73.53,77.79,52.76,0,0,85.85,135.01,50.58,19.79,1.516,23.44,industrial emissions,214.74
2022-05-11,Hyderabad,29.57,57.67,5.0,0.0,86.77,53.49,100.0,0,0,69.83,142.36,59.16,22.05,1.595,27.21,"heavy traffic, construction activity",252.92
2022-05-12,Delhi,28.32,62.32,4.63,0.0,72.12,86.23,50.35,0,0,77.46,127.9,58.59,17.01,1.526,30.55,industrial emissions,256.28
2022-05-13,Mumbai,23.23,68.54,2.71,0.0,92.26,25.01,59.64,0,0,92.01,111.95,42.87,13.45,1.443,24.02,heavy traffic,195.24
2022-05-14,Chennai,31.99,64.95,3.42,0.0,82.82,23.08,29.28,0,0,77.67,129.52,39.49,9.0,1.345,40.96,heavy traffic,193.86
2022-05-15,Hyderabad,29.72,59.66,2.26,0.0,61.11,69.79,14.51,0,0,65.69,85.73,42.31,14.21,1.448,25.52,normal urban conditions,212.63
2022-05-16,Delhi,27.02,61.68,2.01,0.0,66.69,37.26,42.24,0,0,48.84,88.1,51.74,17.65,1.217,33.78,normal urban conditions,242.11
2022-05-17,Bengaluru,30.44,74.29,1.82,0.0,75.46,88.78,48.77,0,0,84.67,123.53,48.85,27.68,1.652,16.49,"heavy traffic, industrial emissions, low wind",257.19
2022-05-18,Chennai,28.31,74.08,2.67,0.0,61.75,76.07,54.59,0,0,88.16,125.02,55.19,20.41,1.529,16.42,industrial emissions,223.24
2022-05-19,Chennai,28.48,66.64,3.5,0.0,93.43,80.58,19.6,0,0,103.65,102.85,64.81,20.98,1.713,37.46,"heavy traffic, industrial emissions",288.85
2022-05-20,Mumbai,31.88,76.67,0.91,0.0,51.19,67.92,61.21,0,0,84.5,108.3,47.83,18.05,1.29,23.31,low wind,221.91
2022-05-21,Hyderabad,26.05,59.7,3.14,0.0,73.99,35.41,31.39,0,0,58.71,102.39,43.59,12.22,1.381,16.99,normal urban conditions,183.89
2022-05-22,Hyderabad,33.2,74.79,5.02,0.0,80.7,22.13,60.17,0,0,86.35,115.99,51.2,11.56,1.384,26.95,heavy traffic,226.31
2022-05-23,Mumbai,25.87,69.12,4.55,0.0,63.91,78.92,66.7,0,0,77.95,141.74,50.3,21.65,1.45,32.78,industrial emissions,232.22
2022-05-24,Mumbai,28.07,94.86,2.5,0.0,60.31,25.01,40.09,0,0,54.17,123.8,31.26,15.99,1.039,16.71,normal urban conditions,166.97
2022-05-25,Mumbai,35.83,44.79,1.52,0.0,67.71,80.53,28.72,0,0,79.49,97.89,47.74,18.32,1.667,32.04,"industrial emissions, low wind",237.96
2022-05-26,Chennai,33.44,51.5,3.75,0.0,81.92,64.05,78.87,0,0,92.24,134.72,44.57,17.63,1.549,17.23,"heavy traffic, construction activity",211.34
2022-05-27,Bengaluru,30.35,64.74,0.42,0.0,60.93,50.63,65.46,0,0,85.7,155.62,54.98,14.84,1.196,23.64,low wind,237.43
2022-05-28,Chennai,27.24,66.7,4.53,0.0,51.83,59.96,51.04,0,0,67.36,109.23,49.79,19.67,1.233,31.96,normal urban conditions,231.35
2022-05-29,Chennai,28.47,81.37,2.94,0.0,87.34,60.38,77.37,0,0,76.19,114.1,63.25,23.86,1.601,18.41,"heavy traffic, construction activity",260.58
2022-05-30,Chennai,30.28,53.92,5.4,0.0,75.32,48.36,49.67,0,0,45.42,110.51,45.96,17.91,1.528,19.28,heavy traffic,176.53
2022-05-31,Delhi,30.17,69.73,1.13,0.0,85.05,77.66,35.59,0,0,87.76,120.15,52.94,21.82,1.715,20.8,"heavy traffic, industrial emissions, low wind",264.56
2022-06-01,Chennai,30.73,71.92,4.3,2.29,78.15,77.05,27.97,0,0,66.07,130.79,48.62,22.05,1.745,22.0,"heavy traffic, industrial emissions",229.48
2022-06-02,Delhi,30.91,67.21,3.08,8.15,100.0,54.8,45.84,0,0,75.25,106.23,54.33,19.57,1.815,32.29,"heavy traffic, rain",254.47
2022-06-03,Hyderabad,30.36,50.94,2.8,2.2,83.84,41.2,63.43,0,0,80.85,114.7,51.46,20.84,1.472,31.24,heavy traffic,226.22
2022-06-04,Hyderabad,26.67,77.21,1.56,4.35,54.41,75.51,75.8,0,0,105.15,157.18,57.24,14.02,1.445,27.42,"construction activity, industrial emissions, rain, low wind",259.9
2022-06-05,Mumbai,29.45,73.48,3.91,2.69,73.52,15.59,48.47,0,0,48.37,98.9,49.66,11.29,1.174,25.58,normal urban conditions,185.14
2022-06-06,Delhi,33.74,64.18,4.01,0.07,57.08,59.99,72.26,0,0,65.67,114.88,40.94,8.85,1.269,24.52,construction activity,211.11
2022-06-07,Delhi,26.89,65.02,5.34,1.6,58.73,65.31,43.71,0,0,47.73,61.67,30.55,20.3,1.389,19.56,normal urban conditions,182.35
2022-06-08,Chennai,30.43,62.76,4.41,3.05,43.4,37.09,32.37,0,0,50.5,90.39,26.62,14.59,1.011,30.23,rain,180.76
2022-06-09,Mumbai,28.54,61.03,2.49,3.06,61.42,69.53,21.87,1,0,85.23,137.1,56.39,16.48,1.35,37.5,"rain, festival fireworks",242.26
2022-06-10,Mumbai,31.33,66.27,2.0,1.71,74.72,51.53,37.88,0,0,70.79,98.53,52.69,7.23,1.333,20.7,low wind,207.15
2022-06-11,Chennai,29.83,61.23,1.56,2.56,64.94,42.18,22.63,0,0,85.68,134.59,44.11,13.71,1.281,19.94,low wind,210.72
2022-06-12,Delhi,35.43,48.51,4.97,3.98,48.41,69.34,88.19,0,0,49.3,107.38,38.75,18.76,1.189,23.72,"construction activity, rain",189.1
2022-06-13,Chennai,32.52,48.55,2.27,0.18,41.63,32.46,56.79,0,0,68.1,109.29,30.09,12.0,0.947,35.88,normal urban conditions,191.74
2022-06-14,Chennai,27.06,55.33,4.98,3.99,99.79,67.65,46.09,0,0,85.28,148.93,53.25,15.96,1.82,25.95,"heavy traffic, rain",247.11
2022-06-15,Hyderabad,33.01,60.91,3.83,0.12,71.2,16.32,82.44,0,0,51.99,97.77,53.16,6.92,1.145,32.74,construction activity,206.9
2022-06-16,Delhi,28.68,61.46,3.6,0.17,52.81,57.14,21.95,0,0,62.51,99.65,52.49,15.99,1.205,22.84,normal urban conditions,245.55
2022-06-17,Delhi,29.27,63.47,2.83,1.96,73.39,52.79,45.26,0,0,43.93,89.57,45.12,13.04,1.442,30.81,normal urban conditions,216.69
2022-06-18,Mumbai,31.94,64.45,3.99,2.69,100.0,42.29,87.99,0,0,90.31,134.74,46.14,16.19,1.759,25.82,"heavy traffic, construction activity",240.66
2022-06-19,Hyderabad,29.52,54.86,3.18,1.71,75.93,59.01,45.12,0,0,60.25,119.41,52.85,16.21,1.549,16.84,heavy traffic,194.75
2022-06-20,Delhi,33.68,72.88,2.76,0.4,21.41,50.57,96.94,0,0,68.83,91.75,29.06,9.92,0.978,34.24,construction activity,205.76
2022-06-21,Hyderabad,28.68,59.05,4.04,0.25,100.0,70.98,63.71,0,0,95.65,150.01,66.12,18.89,1.887,26.43,"heavy traffic, industrial emissions",283.16
2022-06-22,Delhi,29.14,57.07,3.03,1.9,36.41,62.08,74.12,0,0,72.76,119.69,42.75,18.18,1.006,25.01,construction activity,229.98
2022-06-23,Hyderabad,29.03,66.3,2.24,1.51,62.7,60.15,74.7,0,0,88.29,140.15,41.15,21.48,1.35,27.98,construction activity,219.92
2022-06-24,Delhi,29.3,42.92,3.92,1.11,47.87,57.25,48.03,0,0,54.58,144.75,47.62,18.94,1.213,18.86,normal urban conditions,227.44
2022-06-25,Bengaluru,34.3,49.89,3.12,3.83,54.16,43.5,38.24,0,0,47.57,86.06,38.41,11.26,1.241,33.89,rain,169.79
2022-06-26,Delhi,32.89,68.59,3.79,1.4,70.55,46.57,45.69,0,0,64.03,86.46,50.23,18.73,1.483,23.69,normal urban conditions,222.77
2022-06-27,Delhi,36.13,39.13,2.66,0.21,32.86,56.47,28.26,0,0,39.54,91.53,34.03,11.88,0.902,32.08,normal urban conditions,191.97
2022-06-28,Delhi,37.8,66.51,1.75,1.12,64.56,48.88,46.68,0,0,72.24,121.12,52.74,14.91,1.42,38.79,low wind,278.42
2022-06-29,Chennai,27.91,77.38,5.28,3.0,84.36,72.01,47.91,0,0,65.92,125.88,40.94,20.78,1.691,28.56,"heavy traffic, industrial emissions",193.98
2022-06-30,Delhi,31.21,56.26,5.06,1.3,52.51,53.68,81.78,0,0,50.05,92.66,44.05,19.97,1.128,27.18,construction activity,224.65
2022-07-01,Hyderabad,26.53,66.14,4.26,2.94,39.76,58.77,59.87,0,0,34.29,72.96,31.76,22.07,1.063,23.95,normal urban conditions,160.37
2022-07-02,Hyderabad,27.73,73.58,2.73,3.53,59.77,26.75,95.25,0,0,55.22,80.25,40.22,15.1,1.225,6.5,"construction activity, rain",163.7
2022-07-03,Hyderabad,28.17,57.41,2.84,1.41,56.59,68.98,5.0,0,0,27.84,51.86,54.36,17.63,1.379,20.85,normal urban conditions,192.47
2022-07-04,Bengaluru,26.89,71.65,4.86,1.7,52.48,41.54,23.66,0,0,41.33,81.35,32.6,15.39,1.032,25.36,normal urban conditions,153.86
2022-07-05,Chennai,26.91,56.25,2.78,1.21,42.99,33.23,40.89,0,0,55.25,99.24,28.89,12.99,0.869,20.7,normal urban conditions,151.88
2022-07-06,Mumbai,29.63,56.28,2.44,3.01,70.31,81.63,77.85,0,0,57.4,144.56,52.88,17.93,1.485,18.26,"construction activity, industrial emissions, rain",202.48
2022-07-07,Chennai,26.41,55.32,5.45,1.17,71.52,64.56,45.81,0,0,61.95,76.49,45.94,16.98,1.437,29.25,normal urban conditions,211.67
2022-07-08,Mumbai,32.59,62.41,3.14,2.73,44.95,69.59,18.64,0,0,52.75,102.84,35.93,23.53,1.213,37.58,normal urban conditions,198.34
2022-07-09,Chennai,27.31,74.26,5.32,2.16,47.16,60.18,43.1,0,0,36.76,74.68,39.21,18.57,1.087,19.06,normal urban conditions,167.91
2022-07-10,Hyderabad,38.49,53.02,1.52,0.06,64.18,50.32,24.05,0,0,66.43,111.72,48.58,21.23,1.288,38.93,low wind,247.88
2022-07-11,Bengaluru,28.71,48.99,3.82,2.88,46.56,46.97,20.13,0,0,53.19,87.35,40.28,11.27,1.203,32.98,normal urban conditions,154.37
2022-07-12,Chennai,30.28,49.78,5.69,1.96,64.86,66.02,87.98,0,0,52.95,123.91,41.11,16.42,1.554,21.84,construction activity,197.99
2022-07-13,Bengaluru,26.18,67.42,3.24,5.36,85.49,72.39,40.97,0,0,74.2,134.09,52.42,19.83,1.834,19.21,"heavy traffic, industrial emissions, rain",224.4
2022-07-14,Chennai,35.18,75.61,2.88,0.32,61.04,50.77,51.46,0,0,74.38,114.93,44.18,17.35,1.144,40.9,normal urban conditions,227.79
2022-07-15,Hyderabad,33.42,62.34,1.8,2.2,42.58,89.31,46.14,0,0,64.59,134.89,45.41,20.94,1.431,21.08,"industrial emissions, low wind",208.46
2022-07-16,Delhi,30.95,56.26,4.5,0.97,68.27,48.45,42.97,0,0,68.77,125.41,43.88,17.15,1.367,24.01,normal urban conditions,244.08
2022-07-17,Hyderabad,26.02,71.25,2.28,0.08,59.16,26.91,31.19,0,0,66.08,133.37,35.89,13.68,1.128,37.52,normal urban conditions,191.28
2022-07-18,Delhi,30.69,57.92,3.09,0.03,59.6,21.01,41.79,0,0,54.03,99.76,40.13,6.2,1.174,23.95,normal urban conditions,202.2
2022-07-19,Chennai,26.7,59.33,1.72,6.33,69.61,21.62,54.74,0,0,84.1,141.78,38.06,12.72,1.271,35.04,"rain, low wind",211.07
2022-07-20,Mumbai,34.45,48.1,5.07,2.21,73.06,44.55,76.37,0,0,70.64,103.32,44.86,17.35,1.244,24.02,construction activity,200.14
2022-07-21,Mumbai,32.49,73.14,4.59,1.35,62.57,47.82,66.95,0,0,45.73,81.68,41.0,15.54,1.239,28.06,normal urban conditions,167.53
2022-07-22,Mumbai,30.35,35.16,3.16,0.15,61.03,64.29,23.62,0,0,57.38,140.11,47.05,11.77,1.339,38.07,normal urban conditions,209.21
2022-07-23,Bengaluru,22.75,73.85,1.82,6.01,95.02,51.49,67.77,0,0,110.02,126.1,66.34,14.41,1.593,18.38,"heavy traffic, rain, low wind",265.14
2022-07-24,Hyderabad,27.11,58.18,5.04,0.68,81.21,67.18,57.51,0,0,60.95,99.77,45.36,19.06,1.707,26.63,heavy traffic,234.65
2022-07-25,Chennai,32.13,55.21,2.76,2.32,75.34,52.81,35.51,0,0,69.09,76.91,36.53,12.85,1.586,34.26,heavy traffic,213.01
2022-07-26,Hyderabad,33.7,75.13,1.87,1.88,64.1,52.24,51.64,0,0,87.72,111.76,43.99,18.11,1.332,21.21,low wind,224.47
2022-07-27,Mumbai,33.39,51.29,1.09,8.55,45.91,41.6,59.45,0,0,61.24,90.17,32.56,15.85,1.074,45.89,"rain, low wind",192.64
2022-07-28,Delhi,25.29,57.3,2.42,1.66,80.04,77.61,48.94,0,0,91.75,117.62,39.95,19.82,1.675,32.3,"heavy traffic, industrial emissions",258.55
2022-07-29,Delhi,30.97,58.82,1.45,0.9,64.31,24.43,57.6,0,0,78.04,125.84,53.06,10.96,1.176,25.47,low wind,266.03
2022-07-30,Mumbai,33.11,62.76,2.45,2.24,52.77,57.42,30.74,0,0,61.73,114.72,46.95,16.77,1.317,27.03,normal urban conditions,212.57
2022-07-31,Chennai,25.09,59.82,4.09,2.5,58.11,48.73,87.86,0,0,56.17,89.54,45.92,14.78,1.098,38.0,construction activity,198.35
2022-08-01,Hyderabad,27.48,46.83,2.75,13.68,42.54,66.07,9.41,0,0,34.34,67.67,39.37,13.71,1.196,25.01,rain,166.57
2022-08-02,Chennai,28.32,53.32,3.63,1.63,74.92,51.63,59.56,0,0,65.36,130.67,51.97,13.97,1.46,23.87,normal urban conditions,210.88
2022-08-03,Delhi,26.6,75.99,2.33,0.3,68.93,52.16,55.34,0,0,74.01,147.84,46.29,15.56,1.333,31.53,normal urban conditions,252.8
2022-08-04,Delhi,21.94,67.19,3.28,1.11,60.91,47.2,60.86,0,0,81.89,146.33,48.54,18.81,1.224,12.2,normal urban conditions,231.07
2022-08-05,Chennai,26.52,67.74,5.51,2.24,57.32,77.08,33.83,0,0,49.86,66.82,46.72,21.41,1.547,23.91,industrial emissions,186.59
2022-08-06,Delhi,26.52,60.62,2.78,2.67,47.11,52.04,71.38,0,0,80.52,145.37,39.75,19.74,1.021,25.9,construction activity,234.17
2022-08-07,Delhi,27.06,56.27,3.66,0.95,23.92,87.45,45.84,0,0,57.49,136.99,37.42,16.78,1.048,21.2,industrial emissions,204.83
2022-08-08,Hyderabad,25.81,80.51,1.32,8.14,35.39,56.9,24.28,0,0,48.76,63.96,47.04,15.04,1.146,11.58,"rain, low wind",184.66
2022-08-09,Chennai,26.17,61.6,5.02,0.51,46.12,52.39,26.1,0,0,26.69,97.64,37.98,21.6,1.016,25.49,normal urban conditions,174.41
2022-08-10,Bengaluru,27.38,58.2,2.63,3.91,43.71,49.38,50.49,0,0,76.04,122.14,32.16,12.67,1.034,30.89,rain,183.2
2022-08-11,Delhi,28.83,72.58,4.46,1.15,62.63,62.16,16.07,0,0,56.34,93.29,47.89,14.66,1.378,20.39,normal urban conditions,226.21
2022-08-12,Chennai,26.59,55.97,3.05,1.73,70.98,41.41,84.01,0,0,50.8,105.09,49.53,12.81,1.383,17.65,construction activity,189.24
2022-08-13,Chennai,26.27,57.46,3.93,1.29,55.94,54.62,68.98,0,0,73.18,126.14,41.59,21.79,1.243,34.35,normal urban conditions,168.76
2022-08-14,Chennai,27.78,62.46,4.01,2.21,80.54,52.15,84.54,0,0,75.31,142.46,50.92,13.33,1.458,29.48,"heavy traffic, construction activity",212.37
2022-08-15,Chennai,21.74,66.59,2.66,1.65,45.47,57.85,82.43,0,0,60.89,130.47,34.27,17.93,1.179,19.43,construction activity,186.29
2022-08-16,Mumbai,28.93,64.14,4.51,1.39,55.83,58.3,40.96,0,0,65.09,81.61,43.05,17.5,1.262,32.66,normal urban conditions,190.09
2022-08-17,Chennai,27.5,83.47,2.29,3.02,57.18,59.24,30.61,0,0,41.05,77.79,38.54,10.69,1.342,24.8,rain,173.14
2022-08-18,Mumbai,27.62,65.83,4.13,0.25,75.47,53.71,5.0,0,0,52.65,96.77,47.96,15.55,1.552,37.82,heavy traffic,223.02
2022-08-19,Chennai,30.38,36.75,2.73,2.32,59.69,80.24,39.88,0,0,64.43,136.41,46.44,18.18,1.329,34.95,industrial emissions,214.09
2022-08-20,Hyderabad,21.64,69.91,3.62,4.95,60.14,59.61,83.31,0,0,75.27,72.36,51.33,18.57,1.412,11.78,"construction activity, rain",201.96
2022-08-21,Bengaluru,21.58,67.07,2.65,1.44,31.52,98.91,31.44,0,0,87.11,113.11,52.89,28.04,1.201,17.21,industrial emissions,226.41
2022-08-22,Bengaluru,28.32,62.41,3.26,3.68,43.6,52.9,43.8,0,0,49.43,69.83,31.37,14.43,1.157,21.81,rain,150.1
2022-08-23,Bengaluru,27.48,65.02,1.91,3.21,75.54,69.26,36.91,1,0,91.57,103.46,55.24,17.05,1.611,27.48,"heavy traffic, rain, low wind, festival fireworks",241.41
2022-08-24,Bengaluru,28.01,61.91,3.5,0.65,24.79,38.93,55.5,0,0,73.64,134.63,26.15,20.78,0.929,23.85,normal urban conditions,145.1
2022-08-25,Bengaluru,26.11,62.99,3.25,1.75,79.49,77.21,73.72,0,0,85.07,118.07,59.53,17.22,1.668,16.91,"heavy traffic, construction activity, industrial emissions",223.19
2022-08-26,Bengaluru,29.49,67.29,2.55,3.26,65.99,39.32,17.22,0,0,62.37,61.84,45.46,9.26,1.246,30.27,rain,169.16
2022-08-27,Delhi,30.3,55.17,3.13,1.58,46.04,60.21,21.04,0,0,41.03,85.45,38.45,20.77,1.123,35.04,normal urban conditions,181.4
2022-08-28,Chennai,28.95,52.06,3.36,2.9,44.69,47.24,77.73,0,0,77.13,158.82,37.96,14.41,0.987,26.96,construction activity,190.98
2022-08-29,Hyderabad,26.72,93.34,2.46,1.17,88.34,60.14,62.66,0,0,84.6,93.45,56.35,17.47,1.735,22.96,heavy traffic,222.72
